zona,dia_semana,hora,velocidad_promedio,flujo_vehicular,nivel_congestion,factor_congestion,velocidad_ajustada,categoria_hora,es_fin_semana
Occidente,3,23,47.7,560,76.6,0.7659999999999999,36.73854,Bajo,0
Occidente,4,0,48.5,529,8.9,0.08900000000000001,47.20505,Bajo,0
Occidente,4,1,44.9,154,40.8,0.408,39.40424,Bajo,0
Occidente,4,2,44.1,146,34.9,0.349,39.482730000000004,Bajo,0
Occidente,4,3,41.1,665,94.8,0.948,29.411160000000002,Bajo,0
Occidente,4,4,40.7,768,52.3,0.523,34.314170000000004,Bajo,0
Occidente,4,5,43.0,153,50.1,0.501,36.5371,Bajo,0
Occidente,4,6,47.9,594,5.0,0.05,47.1815,Bajo,0
Occidente,4,7,16.1,382,29.5,0.295,14.67515,Pico,0
Occidente,4,8,18.5,296,80.3,0.8029999999999999,14.04335,Pico,0
Occidente,4,9,28.9,383,90.6,0.9059999999999999,21.04498,Pico,0
Occidente,4,10,33.2,433,22.6,0.226,30.949040000000004,Normal,0
Occidente,4,11,36.4,785,60.3,0.603,29.81524,Normal,0
Occidente,4,12,33.6,553,12.3,0.12300000000000001,32.36016,Normal,0
Occidente,4,13,38.9,452,44.9,0.449,33.660169999999994,Normal,0
Occidente,4,14,35.9,537,7.2,0.07200000000000001,35.12456,Normal,0
Occidente,4,15,36.8,269,71.4,0.7140000000000001,28.917439999999996,Normal,0
Occidente,4,16,38.2,662,55.3,0.5529999999999999,31.862620000000003,Normal,0
Occidente,4,17,22.8,200,77.5,0.775,17.499000000000002,Pico,0
Occidente,4,18,19.1,447,28.4,0.284,17.472680000000004,Pico,0
Occidente,4,19,17.0,540,5.4,0.054000000000000006,16.7246,Pico,0
Occidente,4,20,47.5,322,0.0,0.0,47.5,Bajo,0
Occidente,4,21,45.1,132,27.6,0.276,41.36572,Bajo,0
Occidente,4,22,47.1,143,83.9,0.8390000000000001,35.24493,Bajo,0
Occidente,4,23,40.0,272,74.1,0.741,31.108000000000004,Bajo,0
Occidente,5,0,53.2,171,36.0,0.36,47.45440000000001,Bajo,1
Occidente,5,1,52.7,689,31.3,0.313,47.751470000000005,Bajo,1
Occidente,5,2,57.9,724,43.4,0.434,50.36142,Bajo,1
Occidente,5,3,59.1,364,96.4,0.9640000000000001,42.00828,Bajo,1
Occidente,5,4,50.9,580,49.4,0.494,43.35662,Bajo,1
Occidente,5,5,53.9,542,70.4,0.7040000000000001,42.51631999999999,Bajo,1
Occidente,5,6,50.0,216,71.3,0.713,39.305,Bajo,1
Occidente,5,7,35.0,776,76.1,0.7609999999999999,27.009500000000003,Pico,1
Occidente,5,8,39.3,591,29.8,0.298,35.786579999999994,Pico,1
Occidente,5,9,26.6,647,64.4,0.644,21.46088,Pico,1
Occidente,5,10,40.5,352,95.7,0.9570000000000001,28.87245,Normal,1
Occidente,5,11,45.0,402,45.8,0.45799999999999996,38.817,Normal,1
Occidente,5,12,42.1,358,37.0,0.37,37.4269,Normal,1
Occidente,5,13,40.5,637,41.7,0.41700000000000004,35.43345,Normal,1
Occidente,5,14,48.2,695,21.2,0.212,45.13448,Normal,1
Occidente,5,15,46.6,430,88.0,0.88,34.2976,Normal,1
Occidente,5,16,42.2,574,60.8,0.608,34.502720000000004,Normal,1
Occidente,5,17,29.4,195,65.2,0.652,23.649359999999998,Pico,1
Occidente,5,18,36.1,320,64.5,0.645,29.11465,Pico,1
Occidente,5,19,30.9,599,19.9,0.19899999999999998,29.05527,Pico,1
Occidente,5,20,58.9,301,36.8,0.368,52.397439999999996,Bajo,1
Occidente,5,21,50.6,178,51.6,0.516,42.76712,Bajo,1
Occidente,5,22,52.7,684,1.5,0.015,52.46285,Bajo,1
Occidente,5,23,53.8,336,1.9,0.019,53.493339999999996,Bajo,1
Occidente,6,0,51.2,389,49.3,0.493,43.627520000000004,Bajo,1
Occidente,6,1,54.0,471,59.5,0.595,44.361,Bajo,1
Occidente,6,2,50.1,424,96.3,0.963,35.626110000000004,Bajo,1
Occidente,6,3,55.2,574,31.2,0.312,50.033280000000005,Bajo,1
Occidente,6,4,57.7,641,52.1,0.521,48.681490000000004,Bajo,1
Occidente,6,5,59.8,187,1.7,0.017,59.49502,Bajo,1
Occidente,6,6,57.7,665,12.0,0.12,55.6228,Bajo,1
Occidente,6,7,29.0,112,29.3,0.293,26.4509,Pico,1
Occidente,6,8,36.6,462,34.8,0.348,32.77896,Pico,1
Occidente,6,9,30.6,100,30.0,0.3,27.846000000000004,Pico,1
Occidente,6,10,46.5,781,84.7,0.847,34.68435,Normal,1
Occidente,6,11,40.2,728,78.3,0.7829999999999999,30.75702,Normal,1
Occidente,6,12,47.8,420,39.8,0.39799999999999996,42.09268,Normal,1
Occidente,6,13,43.0,145,22.8,0.228,40.0588,Normal,1
Occidente,6,14,42.5,438,74.7,0.747,32.975750000000005,Normal,1
Occidente,6,15,44.7,140,95.8,0.958,31.853220000000004,Normal,1
Occidente,6,16,49.4,649,99.1,0.991,34.71338,Normal,1
Occidente,6,17,33.2,773,7.6,0.076,32.44304,Pico,1
Occidente,6,18,30.5,257,19.6,0.196,28.7066,Pico,1
Occidente,6,19,27.1,535,78.1,0.7809999999999999,20.750470000000004,Pico,1
Occidente,6,20,55.8,202,81.1,0.8109999999999999,42.22386,Bajo,1
Occidente,6,21,56.4,371,67.4,0.674,44.99592,Bajo,1
Occidente,6,22,52.6,341,91.7,0.917,38.12974,Bajo,1
Occidente,6,23,52.9,428,89.0,0.89,38.7757,Bajo,1
Industrial,0,0,47.1,143,14.7,0.147,45.02289,Bajo,0
Industrial,0,1,40.1,541,44.8,0.44799999999999995,34.71056,Bajo,0
Industrial,0,2,41.3,770,53.0,0.53,34.7333,Bajo,0
Industrial,0,3,42.4,450,68.0,0.68,33.7504,Bajo,0
Industrial,0,4,40.8,292,80.7,0.807,30.92232,Bajo,0
Industrial,0,5,44.6,482,43.3,0.433,38.80646,Bajo,0
Industrial,0,6,40.4,216,44.6,0.446,34.994479999999996,Bajo,0
Industrial,0,7,18.1,134,84.4,0.8440000000000001,13.51708,Pico,0
Industrial,0,8,29.7,655,85.4,0.8540000000000001,22.09086,Pico,0
Industrial,0,9,18.6,772,19.7,0.19699999999999998,17.50074,Pico,0
Industrial,0,10,39.5,796,71.2,0.7120000000000001,31.0628,Normal,0
Industrial,0,11,39.8,498,26.0,0.26,36.6956,Normal,0
Industrial,0,12,34.4,515,7.3,0.073,33.64664,Normal,0
Industrial,0,13,36.2,786,19.0,0.19,34.1366,Normal,0
Industrial,0,14,37.9,735,94.4,0.9440000000000001,27.166719999999998,Normal,0
Industrial,0,15,39.6,465,97.7,0.977,27.993240000000004,Normal,0
Industrial,0,16,37.6,213,47.7,0.47700000000000004,32.21944,Normal,0
Industrial,0,17,25.8,273,64.1,0.6409999999999999,20.838660000000004,Pico,0
Industrial,0,18,25.0,213,56.5,0.565,20.7625,Pico,0
Industrial,0,19,26.6,449,1.2,0.012,26.50424,Pico,0
Industrial,0,20,40.1,349,92.6,0.9259999999999999,28.96022,Bajo,0
Industrial,0,21,42.3,544,22.2,0.222,39.48282,Bajo,0
Industrial,0,22,43.2,693,72.9,0.7290000000000001,33.75216,Bajo,0
Industrial,0,23,41.0,400,2.9,0.028999999999999998,40.643299999999996,Bajo,0
Industrial,1,0,44.8,563,11.9,0.11900000000000001,43.20064,Bajo,0
Industrial,1,1,42.9,378,92.0,0.92,31.0596,Bajo,0
Industrial,1,2,49.9,131,76.1,0.7609999999999999,38.50783,Bajo,0
Industrial,1,3,43.7,374,75.4,0.754,33.81506,Bajo,0
Industrial,1,4,49.2,765,57.7,0.5770000000000001,40.68348,Bajo,0
Industrial,1,5,43.6,651,25.1,0.251,40.31692,Bajo,0
Industrial,1,6,45.6,351,65.7,0.657,36.61224,Bajo,0
Industrial,1,7,18.6,234,91.8,0.9179999999999999,13.477560000000002,Pico,0
Industrial,1,8,16.5,454,22.1,0.221,15.40605,Pico,0
Industrial,1,9,15.6,125,17.5,0.175,14.781,Pico,0
Industrial,1,10,38.7,297,95.0,0.95,27.670500000000004,Normal,0
Industrial,1,11,35.8,405,58.0,0.58,29.5708,Normal,0
Industrial,1,12,35.2,631,28.2,0.282,32.222080000000005,Normal,0
Industrial,1,13,33.5,725,94.6,0.946,23.9927,Normal,0
Industrial,1,14,38.9,393,78.0,0.78,29.7974,Normal,0
Industrial,1,15,34.8,448,20.5,0.205,32.6598,Normal,0
Industrial,1,16,35.9,230,33.2,0.332,32.32436,Normal,0
Industrial,1,17,27.8,244,7.1,0.071,27.20786,Pico,0
Industrial,1,18,16.0,758,50.7,0.507,13.5664,Pico,0
Industrial,1,19,21.1,667,83.6,0.836,15.808120000000002,Pico,0
Industrial,1,20,43.3,585,77.1,0.7709999999999999,33.28471,Bajo,0
Industrial,1,21,46.5,206,87.6,0.8759999999999999,34.2798,Bajo,0
Industrial,1,22,45.4,297,42.5,0.425,39.6115,Bajo,0
Industrial,1,23,40.4,189,76.6,0.7659999999999999,31.11608,Bajo,0
Industrial,2,0,40.0,391,52.3,0.523,33.724,Bajo,0
Industrial,2,1,40.5,781,22.6,0.226,37.7541,Bajo,0
Industrial,2,2,43.0,312,23.0,0.23,40.033,Bajo,0
Industrial,2,3,40.0,610,96.7,0.9670000000000001,28.396,Bajo,0
Industrial,2,4,42.2,564,74.2,0.742,32.80628,Bajo,0
Industrial,2,5,48.5,395,30.3,0.303,44.09135,Bajo,0
Industrial,2,6,43.3,598,81.7,0.8170000000000001,32.68717,Bajo,0
Industrial,2,7,17.7,359,90.2,0.902,12.91038,Pico,0
Industrial,2,8,27.1,789,75.4,0.754,20.969980000000003,Pico,0
Industrial,2,9,20.9,513,66.1,0.6609999999999999,16.75553,Pico,0
Industrial,2,10,30.8,481,70.9,0.7090000000000001,24.24884,Normal,0
Industrial,2,11,31.7,646,58.4,0.584,26.14616,Normal,0
Industrial,2,12,39.5,129,26.5,0.265,36.35975,Normal,0
Industrial,2,13,36.0,307,71.4,0.7140000000000001,28.2888,Normal,0
Industrial,2,14,37.6,171,51.4,0.514,31.80208,Normal,0
Industrial,2,15,35.1,358,93.3,0.9329999999999999,25.27551,Normal,0
Industrial,2,16,38.3,588,71.4,0.7140000000000001,30.096139999999995,Normal,0
Industrial,2,17,21.9,744,69.5,0.695,17.333849999999998,Pico,0
Industrial,2,18,25.9,703,27.4,0.27399999999999997,23.77102,Pico,0
Industrial,2,19,27.1,236,34.5,0.345,24.29515,Pico,0
Industrial,2,20,43.4,784,85.7,0.857,32.24186,Bajo,0
Industrial,2,21,47.0,608,56.2,0.562,39.0758,Bajo,0
Industrial,2,22,49.5,447,38.1,0.381,43.842150000000004,Bajo,0
Industrial,2,23,41.6,650,73.4,0.7340000000000001,32.439679999999996,Bajo,0
Industrial,3,0,43.8,117,83.9,0.8390000000000001,32.77554,Bajo,0
Industrial,3,1,40.1,592,97.0,0.97,28.430900000000005,Bajo,0
Industrial,3,2,44.4,264,70.5,0.705,35.0094,Bajo,0
Industrial,3,3,48.2,482,96.7,0.9670000000000001,34.21718,Bajo,0
Industrial,3,4,40.5,453,71.8,0.718,31.7763,Bajo,0
Industrial,3,5,48.6,225,80.0,0.8,36.936,Bajo,0
Industrial,3,6,45.5,377,13.2,0.132,43.6982,Bajo,0
Industrial,3,7,28.0,210,31.0,0.31,25.396,Pico,0
Industrial,3,8,19.4,709,67.3,0.6729999999999999,15.483139999999999,Pico,0
Industrial,3,9,27.0,275,62.5,0.625,21.9375,Pico,0
Industrial,3,10,35.7,682,90.6,0.9059999999999999,25.99674,Normal,0
Industrial,3,11,30.1,571,5.2,0.052000000000000005,29.630440000000004,Normal,0
Industrial,3,12,35.5,301,30.7,0.307,32.230450000000005,Normal,0
Industrial,3,13,33.5,534,33.4,0.33399999999999996,30.1433,Normal,0
Industrial,3,14,37.3,383,6.8,0.068,36.53908,Normal,0
Industrial,3,15,37.8,300,43.3,0.433,32.889779999999995,Normal,0
Industrial,3,16,36.9,332,5.7,0.057,36.26901,Normal,0
Industrial,3,17,20.6,761,64.2,0.642,16.632440000000003,Pico,0
Industrial,3,18,25.1,542,19.9,0.19899999999999998,23.60153,Pico,0
Industrial,3,19,21.3,625,10.1,0.10099999999999999,20.65461,Pico,0
Industrial,3,20,42.8,293,43.2,0.43200000000000005,37.253119999999996,Bajo,0
Industrial,3,21,49.8,147,51.9,0.519,42.04614,Bajo,0
Industrial,3,22,41.8,779,11.3,0.113,40.382979999999996,Bajo,0
Industrial,3,23,44.0,616,70.5,0.705,34.694,Bajo,0
Industrial,4,0,44.2,342,39.8,0.39799999999999996,38.922520000000006,Bajo,0
Industrial,4,1,42.6,243,48.3,0.483,36.42726,Bajo,0
Industrial,4,2,42.7,301,65.7,0.657,34.28383,Bajo,0
Industrial,4,3,49.7,522,7.7,0.077,48.551930000000006,Bajo,0
Industrial,4,4,40.8,765,29.7,0.297,37.16472,Bajo,0
Industrial,4,5,40.9,519,62.4,0.624,33.24352,Bajo,0
Industrial,4,6,46.5,287,1.5,0.015,46.29075,Bajo,0
Industrial,4,7,29.5,275,67.6,0.6759999999999999,23.517400000000002,Pico,0
Industrial,4,8,25.6,527,31.3,0.313,23.196160000000003,Pico,0
Industrial,4,9,19.1,518,86.6,0.866,14.13782,Pico,0
Industrial,4,10,39.5,174,15.5,0.155,37.66325,Normal,0
Industrial,4,11,39.4,615,88.3,0.883,28.962940000000003,Normal,0
Industrial,4,12,32.0,511,70.1,0.701,25.270400000000002,Normal,0
Industrial,4,13,36.8,385,1.5,0.015,36.6344,Normal,0
Industrial,4,14,35.8,277,45.0,0.45,30.967,Normal,0
Industrial,4,15,39.6,379,84.0,0.84,29.620800000000003,Normal,0
Industrial,4,16,31.9,570,97.7,0.977,22.55011,Normal,0
Industrial,4,17,16.5,105,43.4,0.434,14.351700000000001,Pico,0
Industrial,4,18,16.4,623,91.5,0.915,11.8982,Pico,0
Industrial,4,19,21.5,281,43.4,0.434,18.7007,Pico,0
Industrial,4,20,47.2,106,58.9,0.589,38.85976,Bajo,0
Industrial,4,21,46.1,546,24.2,0.242,42.75314,Bajo,0
Industrial,4,22,47.1,163,19.9,0.19899999999999998,44.28813,Bajo,0
Industrial,4,23,48.8,617,1.4,0.013999999999999999,48.59504,Bajo,0
Industrial,5,0,52.5,250,27.1,0.271,48.23175,Bajo,1
Industrial,5,1,52.5,143,45.9,0.45899999999999996,45.27075000000001,Bajo,1
Industrial,5,2,57.3,524,67.3,0.6729999999999999,45.73113,Bajo,1
Industrial,5,3,50.8,766,83.8,0.838,38.02888,Bajo,1
Industrial,5,4,58.1,676,93.3,0.9329999999999999,41.83781,Bajo,1
Industrial,5,5,55.4,240,61.7,0.617,45.14546,Bajo,1
Industrial,5,6,57.4,616,52.1,0.521,48.42838,Bajo,1
Industrial,5,7,26.0,359,92.1,0.9209999999999999,18.816200000000002,Pico,1
Industrial,5,8,33.8,476,26.9,0.26899999999999996,31.072339999999997,Pico,1
Industrial,5,9,30.5,726,66.6,0.6659999999999999,24.406100000000002,Pico,1
Industrial,5,10,47.9,418,63.0,0.63,38.8469,Normal,1
Industrial,5,11,42.5,593,42.8,0.428,37.043,Normal,1
Industrial,5,12,44.4,554,93.6,0.9359999999999999,31.93248,Normal,1
Industrial,5,13,40.6,677,29.2,0.292,37.043440000000004,Normal,1
Industrial,5,14,44.4,115,30.1,0.301,40.390679999999996,Normal,1
Industrial,5,15,45.0,139,49.1,0.491,38.3715,Normal,1
Industrial,5,16,49.3,173,76.4,0.764,38.00044,Normal,1
Industrial,5,17,31.1,558,26.0,0.26,28.674200000000003,Pico,1
Industrial,5,18,27.4,212,7.0,0.07,26.824599999999997,Pico,1
Industrial,5,19,27.8,564,88.2,0.882,20.44412,Pico,1
Industrial,5,20,58.1,579,11.0,0.11,56.1827,Bajo,1
Industrial,5,21,52.9,316,25.0,0.25,48.932500000000005,Bajo,1
Industrial,5,22,55.2,474,35.7,0.35700000000000004,49.28808,Bajo,1
Industrial,5,23,53.5,679,78.9,0.789,40.836549999999995,Bajo,1
Industrial,6,0,53.1,739,95.3,0.953,37.91871,Bajo,1
Industrial,6,1,53.3,348,50.6,0.506,45.20906,Bajo,1
Industrial,6,2,59.4,713,10.3,0.10300000000000001,57.564539999999994,Bajo,1
Industrial,6,3,53.9,487,50.3,0.503,45.76649,Bajo,1
Industrial,6,4,51.9,701,67.7,0.677,41.359109999999994,Bajo,1
Industrial,6,5,58.4,701,74.8,0.748,45.29504,Bajo,1
Industrial,6,6,54.4,527,16.0,0.16,51.788799999999995,Bajo,1
Industrial,6,7,35.1,225,69.4,0.6940000000000001,27.79218,Pico,1
Industrial,6,8,28.4,182,16.5,0.165,26.9942,Pico,1
Industrial,6,9,25.0,603,73.2,0.732,19.509999999999998,Pico,1
Industrial,6,10,45.1,212,8.4,0.084,43.963480000000004,Normal,1
Industrial,6,11,40.2,216,89.1,0.8909999999999999,29.45454,Normal,1
Industrial,6,12,42.4,347,10.5,0.105,41.0644,Normal,1
Industrial,6,13,42.2,463,60.8,0.608,34.502720000000004,Normal,1
Industrial,6,14,42.5,140,39.1,0.391,37.51475,Normal,1
Industrial,6,15,42.3,253,96.0,0.96,30.117599999999996,Normal,1
Industrial,6,16,46.2,489,41.6,0.41600000000000004,40.43424,Normal,1
Industrial,6,17,31.4,478,69.6,0.696,24.84368,Pico,1
Industrial,6,18,35.5,220,50.0,0.5,30.175,Pico,1
Industrial,6,19,31.2,709,63.1,0.631,25.29384,Pico,1
Industrial,6,20,55.3,180,60.6,0.606,45.24646,Bajo,1
Industrial,6,21,51.2,336,14.3,0.14300000000000002,49.00352,Bajo,1
Industrial,6,22,56.9,244,39.2,0.392,50.20856,Bajo,1
Industrial,6,23,59.0,243,50.8,0.508,50.0084,Bajo,1
Comercial,0,0,44.2,112,79.3,0.7929999999999999,33.68482,Bajo,0
Comercial,0,1,40.7,431,56.1,0.561,33.850190000000005,Bajo,0
Comercial,0,2,46.3,582,25.3,0.253,42.78583,Bajo,0
Comercial,0,3,40.1,606,53.6,0.536,33.65192,Bajo,0
Comercial,0,4,48.4,674,84.3,0.843,36.15964,Bajo,0
Comercial,0,5,44.9,333,79.2,0.792,34.231759999999994,Bajo,0
Comercial,0,6,44.5,228,85.5,0.855,33.085750000000004,Bajo,0
Comercial,0,7,28.2,426,7.6,0.076,27.557039999999997,Pico,0
Comercial,0,8,20.8,662,90.2,0.902,15.171520000000001,Pico,0
Comercial,0,9,18.1,146,87.7,0.877,13.337890000000002,Pico,0
Comercial,0,10,33.9,479,96.8,0.968,24.05544,Normal,0
Comercial,0,11,30.7,553,7.4,0.07400000000000001,30.01846,Normal,0
Comercial,0,12,33.8,662,43.3,0.433,29.40938,Normal,0
Comercial,0,13,40.0,491,32.1,0.321,36.147999999999996,Normal,0
Comercial,0,14,32.2,345,37.3,0.373,28.59682,Normal,0
Comercial,0,15,30.7,358,46.4,0.46399999999999997,26.42656,Normal,0
Comercial,0,16,37.2,559,70.9,0.7090000000000001,29.287560000000003,Normal,0
Comercial,0,17,15.1,252,66.2,0.662,12.10114,Pico,0
Comercial,0,18,22.3,103,80.4,0.804,16.92124,Pico,0
Comercial,0,19,26.6,483,6.6,0.066,26.07332,Pico,0
Comercial,0,20,47.7,508,78.2,0.782,36.50958,Bajo,0
Comercial,0,21,47.5,662,51.8,0.518,40.1185,Bajo,0
Comercial,0,22,41.4,569,62.0,0.62,33.699600000000004,Bajo,0
Comercial,0,23,47.4,218,19.5,0.195,44.6271,Bajo,0
Comercial,1,0,48.9,624,90.8,0.9079999999999999,35.57964,Bajo,0
Comercial,1,1,47.6,518,65.4,0.654,38.26088,Bajo,0
Comercial,1,2,48.9,505,63.2,0.632,39.62856,Bajo,0
Comercial,1,3,41.6,431,71.6,0.716,32.664320000000004,Bajo,0
Comercial,1,4,42.7,241,31.4,0.314,38.67766,Bajo,0
Comercial,1,5,42.4,250,42.5,0.425,36.994,Bajo,0
Comercial,1,6,49.1,454,18.8,0.188,46.33076,Bajo,0
Comercial,1,7,16.2,587,38.3,0.38299999999999995,14.338619999999999,Pico,0
Comercial,1,8,27.3,561,79.6,0.7959999999999999,20.780760000000004,Pico,0
Comercial,1,9,19.1,584,26.4,0.264,17.58728,Pico,0
Comercial,1,10,39.4,545,32.5,0.325,35.558499999999995,Normal,0
Comercial,1,11,32.7,233,69.5,0.695,25.882050000000003,Normal,0
Comercial,1,12,32.2,516,26.5,0.265,29.640100000000004,Normal,0
Comercial,1,13,36.6,670,77.8,0.778,28.05756,Normal,0
Comercial,1,14,37.6,231,8.8,0.08800000000000001,36.60736,Normal,0
Comercial,1,15,37.0,357,43.2,0.43200000000000005,32.2048,Normal,0
Comercial,1,16,30.3,281,3.4,0.034,29.990940000000002,Normal,0
Comercial,1,17,28.2,270,55.7,0.557,23.487779999999997,Pico,0
Comercial,1,18,15.6,566,32.3,0.32299999999999995,14.08836,Pico,0
Comercial,1,19,28.5,721,32.5,0.325,25.721249999999998,Pico,0
Comercial,1,20,49.0,797,82.5,0.825,36.8725,Bajo,0
Comercial,1,21,48.4,274,57.7,0.5770000000000001,40.02196,Bajo,0
Comercial,1,22,40.7,166,99.9,0.9990000000000001,28.502209999999998,Bajo,0
Comercial,1,23,43.3,623,80.7,0.807,32.81707,Bajo,0
Comercial,2,0,48.6,798,24.1,0.24100000000000002,45.08622,Bajo,0
Comercial,2,1,40.4,387,13.0,0.13,38.8244,Bajo,0
Comercial,2,2,40.2,352,78.4,0.784,30.744960000000003,Bajo,0
Comercial,2,3,45.7,318,65.4,0.654,36.73366,Bajo,0
Comercial,2,4,42.3,110,76.4,0.764,32.60484,Bajo,0
Comercial,2,5,46.2,633,3.9,0.039,45.65946,Bajo,0
Comercial,2,6,48.4,533,56.3,0.563,40.22524,Bajo,0
Comercial,2,7,24.4,705,58.7,0.5870000000000001,20.10316,Pico,0
Comercial,2,8,23.7,793,75.7,0.757,18.31773,Pico,0
Comercial,2,9,21.6,595,38.9,0.389,19.07928,Pico,0
Comercial,2,10,32.3,517,92.8,0.9279999999999999,23.307679999999998,Normal,0
Comercial,2,11,39.3,339,52.8,0.528,33.07488,Normal,0
Comercial,2,12,32.1,796,98.1,0.981,22.65297,Normal,0
Comercial,2,13,36.5,663,71.5,0.715,28.670749999999998,Normal,0
Comercial,2,14,35.9,137,45.5,0.455,30.999649999999995,Normal,0
Comercial,2,15,36.7,574,37.3,0.373,32.593270000000004,Normal,0
Comercial,2,16,39.4,217,50.0,0.5,33.489999999999995,Normal,0
Comercial,2,17,25.4,587,64.9,0.649,20.45462,Pico,0
Comercial,2,18,19.1,209,63.6,0.636,15.455720000000001,Pico,0
Comercial,2,19,24.0,225,70.5,0.705,18.924,Pico,0
Comercial,2,20,44.6,567,83.7,0.8370000000000001,33.40094,Bajo,0
Comercial,2,21,41.7,113,77.9,0.779,31.954710000000002,Bajo,0
Comercial,2,22,46.1,589,83.8,0.838,34.51046,Bajo,0
Comercial,2,23,48.0,772,53.6,0.536,40.2816,Bajo,0
Comercial,3,0,44.9,381,15.4,0.154,42.82562,Bajo,0
Comercial,3,1,45.7,293,92.1,0.9209999999999999,33.07309,Bajo,0
Comercial,3,2,45.8,514,35.5,0.355,40.92229999999999,Bajo,0
Comercial,3,3,40.5,122,42.3,0.423,35.360549999999996,Bajo,0
Comercial,3,4,40.8,524,88.1,0.8809999999999999,30.01656,Bajo,0
Comercial,3,5,48.8,561,21.1,0.21100000000000002,45.71095999999999,Bajo,0
Comercial,3,6,48.6,720,19.7,0.19699999999999998,45.72774,Bajo,0
Comercial,3,7,26.1,300,80.3,0.8029999999999999,19.81251,Pico,0
Comercial,3,8,30.0,121,89.7,0.897,21.927,Pico,0
Comercial,3,9,24.3,781,46.5,0.465,20.91015,Pico,0
Comercial,3,10,38.5,143,33.5,0.335,34.63075,Normal,0
Comercial,3,11,30.7,782,81.7,0.8170000000000001,23.17543,Normal,0
Comercial,3,12,38.5,756,8.5,0.085,37.51825,Normal,0
Comercial,3,13,33.9,149,21.1,0.21100000000000002,31.754129999999996,Normal,0
Comercial,3,14,32.3,428,26.9,0.26899999999999996,29.693389999999997,Normal,0
Comercial,3,15,31.0,217,14.7,0.147,29.6329,Normal,0
Comercial,3,16,39.7,631,96.8,0.968,28.171120000000002,Normal,0
Comercial,3,17,21.6,294,79.8,0.7979999999999999,16.428960000000004,Pico,0
Comercial,3,18,19.9,309,23.3,0.233,18.50899,Pico,0
Comercial,3,19,16.9,279,35.5,0.355,15.100149999999998,Pico,0
Comercial,3,20,46.7,143,21.1,0.21100000000000002,43.74389,Bajo,0
Comercial,3,21,48.1,202,34.3,0.34299999999999997,43.150510000000004,Bajo,0
Comercial,3,22,48.6,208,8.3,0.083,47.38986,Bajo,0
Comercial,3,23,44.8,311,56.3,0.563,37.23328,Bajo,0
Comercial,4,0,48.0,196,58.1,0.581,39.6336,Bajo,0
Comercial,4,1,45.1,200,62.4,0.624,36.65728,Bajo,0
Comercial,4,2,42.7,441,8.2,0.08199999999999999,41.64958000000001,Bajo,0
Comercial,4,3,44.6,314,82.2,0.8220000000000001,33.601639999999996,Bajo,0
Comercial,4,4,40.6,393,45.8,0.45799999999999996,35.02156,Bajo,0
Comercial,4,5,47.3,502,66.7,0.667,37.83527,Bajo,0
Comercial,4,6,47.8,703,31.4,0.314,43.29724,Bajo,0
Comercial,4,7,23.1,688,98.9,0.9890000000000001,16.24623,Pico,0
Comercial,4,8,28.3,360,19.5,0.195,26.64445,Pico,0
Comercial,4,9,22.3,619,49.3,0.493,19.001829999999998,Pico,0
Comercial,4,10,34.8,686,36.1,0.361,31.03116,Normal,0
Comercial,4,11,38.6,384,32.8,0.32799999999999996,34.80176,Normal,0
Comercial,4,12,34.5,633,12.6,0.126,33.195899999999995,Normal,0
Comercial,4,13,32.0,766,17.5,0.175,30.32,Normal,0
Comercial,4,14,35.7,505,49.0,0.49,30.4521,Normal,0
Comercial,4,15,36.4,260,55.3,0.5529999999999999,30.361240000000002,Normal,0
Comercial,4,16,33.7,563,14.1,0.141,32.27449,Normal,0
Comercial,4,17,23.6,229,27.9,0.27899999999999997,21.62468,Pico,0
Comercial,4,18,18.3,227,82.6,0.826,13.76526,Pico,0
Comercial,4,19,19.3,748,97.0,0.97,13.683700000000002,Pico,0
Comercial,4,20,45.7,200,37.5,0.375,40.55875,Bajo,0
Comercial,4,21,48.0,357,8.7,0.087,46.7472,Bajo,0
Comercial,4,22,45.6,691,79.6,0.7959999999999999,34.71072000000001,Bajo,0
Comercial,4,23,41.8,570,22.1,0.221,39.028659999999995,Bajo,0
Comercial,5,0,52.2,711,25.0,0.25,48.285000000000004,Bajo,1
Comercial,5,1,52.6,100,87.1,0.871,38.85562,Bajo,1
Comercial,5,2,57.9,539,75.0,0.75,44.8725,Bajo,1
Comercial,5,3,51.5,420,35.1,0.35100000000000003,46.07705,Bajo,1
Comercial,5,4,50.9,440,92.1,0.9209999999999999,36.83633,Bajo,1
Comercial,5,5,50.4,304,20.8,0.20800000000000002,47.25504,Bajo,1
Comercial,5,6,52.4,735,46.8,0.46799999999999997,45.04304,Bajo,1
Comercial,5,7,32.0,632,15.4,0.154,30.5216,Pico,1
Comercial,5,8,32.3,400,59.7,0.597,26.515069999999998,Pico,1
Comercial,5,9,40.0,638,39.8,0.39799999999999996,35.224000000000004,Pico,1
Comercial,5,10,48.3,219,3.0,0.03,47.8653,Normal,1
Comercial,5,11,42.0,338,51.1,0.511,35.5614,Normal,1
Comercial,5,12,46.2,737,51.0,0.51,39.1314,Normal,1
Comercial,5,13,45.0,135,3.5,0.035,44.5275,Normal,1
Comercial,5,14,45.5,406,83.9,0.8390000000000001,34.04765,Normal,1
Comercial,5,15,41.6,117,44.9,0.449,35.99648,Normal,1
